,MONTH,NKB_Банки з державною часткою,NRB_Банки з державною часткою,QUARTER,YEAR,Банк  ,Банк   ,"Кредити, що надані субєктам господарювання за видами економічної діяльності, що класифікуються за секціями (А,B-E,F)","Кредитні операції, що класифіковані за I категорією якості","Кредитні операції, що класифіковані за I категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за II категорією якості","Кредитні операції, що класифіковані за II категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за III категорією якості","Кредитні операції, що класифіковані за III категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за IV категорією якості","Кредитні операції, що класифіковані за IV категорією якості__величина кредитного ризику за такими операціями","Кредитні операції, що класифіковані за V категорією якості","Кредитні операції, що класифіковані за V категорією якості__величина кредитного ризику за такими операціями",МФО,Рентабельність активів (%),№ п/п,№п/п
102,10,  6,,4,2016,"АТ ""ОЩАДБАНК""",,43867380.38598,8413802.35017,94609.65494,40692195.52272,4502588.96834,17623545.86973,3485696.48818,20961070.20402,5506177.75132,43646547.32258,37556475.43811,300465,0.3,2,
103,10,274,,4,2016,"АБ ""УКРГАЗБАНК""",,13027722.71767,16609659.33954,53480.68492,8553828.25983,155339.59745,1038039.32862,5182.13156,521850.99056,399652.06538,6899874.05235,6800886.89413,320478,0.3111,3,
104,10,313,,4,2016,Укр.банк реконстр.та розв.,,0,,0,,,,,,,,,380883,-2.4849,4,
105,10,593,,4,2016,"ПАТ ""РОЗРАХУНКОВИЙ ЦЕНТР""",,,,,,,,,,,0,0,344443,1.1227,5,
106,10,  3,,4,2016,"ПАТ ""Промінвестбанк""",,31485737.15288,1143357.5791,9659.37815,23388054.53867,1460482.29824,1092467.71532,94206.43905,4893769.10955,2391729.12977,25226916.13909,20653431.46189,300012,-14.1,6,
107,10,  5,,4,2016,"ПАТ ""УКРСОЦБАНК""",,14782596.52052,13362401.63921,135871.8885,9078677.71775,114857.01685,9487010.34833,4645176.42088,253090.74933,161248.46444,31715742.41741,25367547.87383,300023,-7.24,7,
108,10, 36,,4,2016,"АТ ""Райффайзен Банк Аваль""",,16763436.2536,32408062.16067,151747.09286,9584740.50652,312522.60634,4872359.50792,618190.56715,3030343.93966,937278.84815,24970109.21237,24132890.20353,300335,3.5613,8,
109,10, 42,,4,2016,"ПАТ ""ВТБ БАНК""",,16080506.92861,1368441.22574,8547.57239,2333095.40373,240725.15378,630884.78776,6305.5396,12656982.18976,3596904.85832,22302748.72436,19670952.11527,321767,-32.2971,9,
110,10, 43,,4,2016,"ПАТ ""НЕОС БАНК""",,0,874.55883,0,234.75106,37.37392,0,0,0,0,0,0,320940,-1.9118,10,
111,10, 88,,4,2016,"ПАТ ""КРЕДОБАНК""",,2267918.34592,4542479.06148,7063.17636,1993373.26964,17021.51679,65334.64728,3986.29078,50255.01725,8834.51141,629313.52405,527188.96893,325365,3.1832,11,
112,10, 97,,4,2016,"ПАТ ""ВіЕс Банк""",,431704.50932,663497.65165,14536.54321,905417.51957,48538.3696,74521.19388,12987.86382,53177.40259,37851.08106,1352622.97799,1216889.06231,325213,1.9842,12,
113,10,105,,4,2016,"ПАТ ""МАРФІН БАНК""",,369224.68768,757594.21988,0,412702.34267,16162.01503,446287.93792,120301.36148,8722.65751,231.38513,623058.82629,352644.232,328168,0.68,13,
114,10,136,,4,2016,"АТ ""УкрСиббанк""",,5025035.7453,24184936.03345,36279.39148,10409356.60366,306738.31323,152090.59302,10214.44529,742032.74442,174191.24917,7871548.98208,5748568.20356,351005,-3.04,14,
115,10,142,,4,2016,"ПАТ ""Ідея Банк""",,100928.17545,1844458.01537,136585.11524,778071.91888,40653.15302,82626.57652,31053.36855,79230.04183,55735.46547,165910.53081,112191.09062,336310,0.89,15,
116,10,153,,4,2016,"ПАТКБ ""ПРАВЕКС-БАНК""",,276958.5502,1795041.1139,3046.26549,785471.11689,13691.15894,21838.13188,3369.54931,80247.82043,6046.58645,2457959.94065,2332230.03104,380838,-4.22,16,
117,10,171,,4,2016,"ПАТ ""КРЕДІ АГРІКОЛЬ БАНК""",,9393823.47675,28536440.07949,55452.20562,5731108.79516,236379.72999,176056.41404,8670.21029,363625.64742,127447.39024,4479957.38241,4246180.92748,300614,2.72,17,
118,10,242,,4,2016,"ПАТ ""УНІВЕРСАЛ БАНК""",,653175.65886,602428.42211,3567.46287,1837161.21458,46846.52184,649273.24669,30367.39814,212185.90069,98668.99,2139650.84153,1681955.72506,322001,3.2313,18,
119,10,251,,4,2016,"АТ ""ПІРЕУС БАНК МКБ""",,1276703.60449,678304.15501,538.48241,544148.3393,2008.4011,208148.61851,111.10822,362.34372,81.01044,1713617.5108,1699284.50559,300658,0.2426,19,
120,10,272,,4,2016,"ПАТ ""АЛЬФА-БАНК""",,13045259.44693,22352496.83212,411947.58677,8649167.20489,668938.1685,9171592.31855,2328463.88887,6848411.71517,1063939.49119,10583229.52438,5838954.59121,300346,-1.5564,20,
121,10,295,,4,2016,"ПАТ ""ІНГ Банк Україна""",,6916742.79544,9204445.38727,5319.35266,4216358.78162,8505.58237,,,1726.94672,1172.24616,8377406.79995,1621055.86473,300539,5.0369,21,
122,10,296,,4,2016,"АТ ""ОТП БАНК""",,6431474.51482,12969150.15429,162678.44542,14390182.91699,2740415.34308,605124.06364,306299.63827,1434200.39771,1071974.34399,6485317.15241,5377644.93435,300528,5.1699,22,
123,10,297,,4,2016,"ПАТ ""СІТІБАНК""",,2109763.37962,23482436.88607,23278.64185,4274820.21818,116339.23554,26020.76678,7285.81471,,,,,300584,7.93,23,
124,10,298,,4,2016,"АТ ""ПРОКРЕДИТ БАНК""",,4757918.89936,5292907.9599,18199.25119,3076319.08174,79956.25754,429753.21014,31641.13089,59438.57396,19847.32901,334588.78136,220836.81077,320984,3.1702,24,
125,10,299,,4,2016,"ПАТ ""СБЕРБАНК""",,30589451.13495,4131405.75707,6672.18537,27457267.19486,406837.52509,2634623.4365,222137.1147,8145800.93275,2040260.24736,21737918.09018,17397701.58151,320627,,25,
126,10,321,,4,2016,"АТ ""БМ БАНК""",,472796.74179,360200.90466,293.42282,446285.84478,12165.45641,1643836.18051,211099.50177,127372.63,28987.16312,467081.03918,371309.97079,380913,-19.3492,26,
127,10,325,,4,2016,"ПАТ ""БАНК ФОРВАРД""",,0,2004174.00701,26691.99305,146534.50799,20106.36838,30190.29689,12182.91343,24455.81744,20346.56573,225676.70534,225676.70534,380418,0.064,27,
128,10,329,,4,2016,"ПАТ ""КРЕДИТ ЄВРОПА БАНК""",,639845.9629,2682896.49136,42.29329,538508.29898,41949.56551,924189.1504,134604.57105,821.8727,805.16681,253657.43637,253657.43637,380366,0.7762,28,
129,10,407,,4,2016,"ПАТ ""Дойче Банк ДБУ""",,101389.26249,2418007.18557,792.65462,519703.66858,6200.33127,,,,,,,380731,5.3731,29,
130,10,455,,4,2016,"ПАТ""СЕБ КОРПОРАТИВНИЙ БАНК""",,262069.54178,2670167.8087,1.41803,1037920.5768,20.32505,,,,,,,380797,4.673,30,
131,10, 46,,4,2016,"ПАТ КБ ""ПРИВАТБАНК""",,8639634.48739,99123718.49659,407922.27212,40834746.36809,1587847.46339,120388869.15654,5713749.70011,9307861.13328,2900188.24973,23402607.13378,19381897.05645,305299,0.29,31,
132,10,106,,4,2016,"Акціонерний банк""Південний""",,4839626.0454,7174578.63746,2560.72579,11008373.90182,72806.93525,885618.73044,103284.66204,558444.6589,387108.34277,1008837.52189,834707.9928,328209,0.3392,32,
133,10,115,,4,2016,"ПАT ""ПУМБ""",,14475190.9898,10266738.87284,146686.99637,19892931.2952,696330.3389,1052546.29791,54872.94655,1514554.67308,152427.43283,10586431.11034,9707487.75277,334851,0.9178,33,
134,10,126,,4,2016,"ПАТ ""МЕГАБАНК"", Харків",,3920495.46702,2282668.47897,6833.15586,6389209.38135,25781.30714,521044.6042,3914.69578,289288.41534,102774.03059,457578.63008,373982.9619,351629,0.22,34,
135,10,232,,4,2016,"ПАТ ""ДІАМАНТБАНК""",,1007015.23073,1307062.79304,1012.6921,2303138.19152,62684.85046,1165777.54407,197905.70683,28329.48701,204.22781,563662.38934,296296.65316,320854,-9.6463,35,
136,10,270,,4,2016,"ПАТ ""БАНК КРЕДИТ ДНІПРО""",,2536720.7844,2661879.13557,4375.70204,1293217.39934,50739.44449,915432.23923,35811.36501,8476.24086,429.6791,3437030.50898,1680147.56614,305749,-4.05,36,
137,10,305,,4,2016,"ПАТ ""БАНК ВОСТОК""",,1394302.60337,2721868.30404,453.44769,2997143.71813,6413.67772,118853.71037,28496.94565,165167.16869,61293.05616,250654.6678,66119.24349,307123,1.27,37,
138,10,316,,4,2016,"ПАТ ""ПтБ""",,423981.9379,2277223.80754,-133018.51766,3886288.75477,-204499.7968,103093.94154,-35972.68236,132612.13438,-81653.33132,636533.30645,-502868.42229,380388,-6.1099,38,
139,10, 29,,4,2016,"ПАТ ""БАНК АЛЬЯНС""",,32533.16958,80779.79454,2587.6411,98031.93107,2181.73926,29489.55886,14479.28563,2.06172,2.01029,2959.9256,2959.9256,300119,12.7697,39,
140,10, 48,,4,2016,"АКБ ""НОВИЙ""",,109923.98781,153030.74382,909.64059,164069.37411,76.54612,234230.95209,25870.35484,38456.3379,3393.17969,13848.19253,13745.87075,305062,0.009399999999999999,40,
141,10, 49,,4,2016,Полікомбанк,,198705.2734,87023.24456,95.96947,235750.33901,867.84522,98547.28351,3432.86697,0,0,37996.61067,19542.75473,353100,0.0465,41,
142,10, 62,,4,2016,"АТ ""ТАСКОМБАНК""",,1759941.81033,4532157.56184,14760.05373,2879802.58761,54366.07906,6198.11622,1056.39004,286189.88148,165825.59174,146223.51914,119956.3117,339500,0.05,42,
143,10, 72,,4,2016,"ПАТ ""БАНК ФАМІЛЬНИЙ""",,,1003.59638,0.65992,26029.38516,26.09397,1827.01657,,,,74647.07944,74512.88067,334840,0,43,
144,10, 91,,4,2016,"ПАТ АКБ ""Львів""",,817889.89814,481042.24406,386.84791,450570.42521,1963.19021,55134.00547,952.43474,83441.86403,32655.04792,121912.36018,89282.1174,325268,-2.0315,44,
145,10, 95,,4,2016,"ПАТ ""ОКСІ БАНК""",,184467.61941,193546.73466,782.60405,276272.23001,2957.87908,23824.39322,824.8508,19112.96167,921.90031,26321.74084,11169.34483,325990,0.11,45,
146,10, 96,,4,2016,"ПАТ ""А - БАНК""",,251407.10928,3761460.42405,40156.56192,430909.32659,31018.34636,432147.2576,124639.38163,59582.91939,46108.66451,386641.67653,385418.68264,307770,5.05,46,
147,10,101,,4,2016,"АКБ ""ІНДУСТРІАЛБАНК""",,365071.03625,480184.21726,9041.79447,1569318.95593,28595.8931,149893.62141,54899.03521,76399.37324,59878.09095,66473.80804,59561.27114,313849,-0.7027,47,
148,10,109,,4,2016,"ПАТ ""КБ ""Інвестбанк""",,47703.20515,38181.73758,148.7737,137070.76823,3071.92441,166559.38629,649.95538,969.0527,217.85563,8428.13515,8428.13515,328210,-1.5288,48,
149,10,113,,4,2016,"ПАТ ""Полтава-банк""",,375699.63121,264933.16588,889.6489,228215.00571,3930.13992,129357.41113,25926.78695,11247.66721,236.06727,48844.94124,45105.91676,331489,4.04,49,
150,10,122,,4,2016,"ПАТ ""ФІНБАНК""",,122689.80669,6.20952,0,167215.39923,11704.75856,645707.85035,135598.64843,,,76219.00755,76219.00755,328685,-9.6639,50,
151,10,123,,4,2016,"ПАТ ""БАНК ""ГРАНТ""",,476296.67251,490517.62586,373.12185,489982.06717,1323.48202,128319.9875,607.81965,17639.03692,8567.46638,43211.36327,39850.13796,351607,1.97,51,
152,10,128,,4,2016,"АТ ""РЕГІОН-БАНК""",,105857.57977,58641.71598,140.81112,108667.59765,5645.10399,93034.11051,18975.99143,20078.80074,7571.84793,13978.51112,11727.58112,351254,0.5174,52,
153,10,129,,4,2016,"ПАТ ""БТА Банк""",,125729.22303,38036.81741,153.32374,95150.83096,3752.44379,85152.30318,22142.13048,151098.92287,149336.3418,429022.06273,142862.67363,321723,1.57,53,
154,10,133,,4,2016,"ПАТ ""АСВІО БАНК""",,368449.07905,1390204.75606,111.21046,436148.00431,35139.14891,99998.26071,5028.82506,32190.95923,25620.01685,7910.20697,7910.20697,353489,0.29,54,
155,10,143,,4,2016,"ПАТ ""КОМІНВЕСТБАНК""",,258724.76108,285091.00945,3291.83798,421208.38193,4123.63111,153114.32839,4101.67746,1968.84858,587.83132,82013.78851,82013.78852,312248,0.26,55,
156,10,146,,4,2016,"ПАТ""БАНК ""УКРАЇН.КАПІТАЛ""",,177162.97674,153374.69996,81.38186,322277.05639,1970.96282,15384.74554,5439.00645,22799.86612,3770.68113,44797.03642,31418.28873,320371,0.5346,56,
157,10,169,,4,2016,"АТ ""НК БАНК""",,34840.71292,25076.40418,2.37013,2534.84277,192.78903,193916.41045,18414.96261,,,51494.69391,38875.57593,322432,3.4291,57,
158,10,191,,4,2016,"ПАТ АКБ ""АРКАДА""",,270997.01968,239144.20487,1624.19224,109448.0445,7459.01811,630412.90115,123240.54393,811.60837,619.23323,11301.58413,11301.58413,322335,0.3217,58,
159,10,205,,4,2016,"АТ ""МетаБанк""",,105257.62837,131752.60302,635.57332,147615.61474,258.69745,13640.74622,1129.18921,11112.2131,5521.05464,24076.20756,17912.634,313582,3.17,59,
160,10,206,,4,2016,"АТ ""Місто Банк""",,132625.54104,309972.6259,38.95362,191942.26496,1459.56776,629290.26475,38299.39667,686124.55765,224396.01006,40461.51573,40351.24607,328760,-19.2589,60,
161,10,231,,4,2016,"ПАТ ""ЮНЕКС БАНК"" м. Київ",,402908.86019,40985.90983,643.65224,308787.17771,392.63691,136910.24884,6850.09143,115316.40655,59910.28229,211942.98084,158371.06404,322539,-4.51,61,
162,10,240,,4,2016,"АТ ""КІБ""",,93948.11737,72828.81515,447.90527,148320.94021,5568.32714,53.29207,21.31682,4916.29387,458.6805,354.4929,354.4929,322540,0.8864,62,
163,10,241,,4,2016,"ПАТ ""АЙБОКС БАНК""",,156238.61016,571465.44735,528.8011,200359.65756,111.77074,266.70574,10.24115,98.35696,50.16216,15295.76635,11457.62124,322302,0.0353,63,
164,10,243,,4,2016,"ПАТ ""КБ ""ЗЕМЕЛЬНИЙ КАПІТАЛ""",,21144.28333,106510.86662,2.57055,103372.94484,4.00728,6519.68927,961.93316,6080.16349,,5193.65529,2100.32349,305880,1.2626,64,
165,10,262,,4,2016,"АБ ""ЕКСПРЕС-БАНК""",,111313.58766,204213.51399,2574.36028,235538.44427,10474.29033,167059.77512,13486.16975,18959.23666,723.26877,185169.7606,171200.63822,322959,-0.681,65,
166,10,286,,4,2016,"ПАТ ""АБ ""РАДАБАНК""",,210883.03345,292238.23324,293.86037,291154.76796,14475.64271,22385.8032,8898.68392,1298.43182,82.59101,24284.50866,24284.50866,306500,2.1722,66,
167,10,288,,4,2016,"АБ ""КЛІРИНГОВИЙ ДІМ""",,495947.96033,1689644.21454,2546.95959,123551.36173,2045.14291,677929.93825,108690.37933,280891.06716,242296.14018,307196.87587,164188.79969,300647,-5.22,67,
168,10,290,,4,2016,"""ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК""",,316957.55354,319337.17585,1620.51541,474042.11786,3698.82728,20020.08197,0,27287.50091,5340.00281,8238.49087,7693.52154,300506,1.01,68,
169,10,294,,4,2016,"ПАТ ""ПФБ"" м.Кременчук",,78833.96542,249904.45396,3194.71776,56089.15316,3607.65236,804.56732,274.43013,211.85213,142.58213,16492.33037,15741.61352,331768,7.3313,69,
170,10,303,,4,2016,"АТ ""АРТЕМ-БАНК""",,212671.47331,98890.62748,38.36734,69770.48493,2708.25893,91381.14916,50.36551,45741.09171,15055.34432,312018.36472,232843.21012,300885,,70,
171,10,304,,4,2016,"АТ ""ФОРТУНА-БАНК""",,178603.4544,71367.40667,562.60457,2414255.82825,235794.41585,,,144907.74198,34206.48334,255516.69221,247713.50987,300904,-3.9179,71,
172,10,309,,4,2016,"ПАТ ""ФІНЕКСБАНК""",,129842.88157,52282.59561,81.88701,134050.58141,2653.14237,,,,,5029.52768,5029.52768,380311,-0.8883,72,
173,10,311,,4,2016,"ПАТ ""АКБ ""Траст-капітал""",,11450.1204,111372.20019,24.97199,156370.46226,2251.33349,35583.73853,3915.34378,4263.3408,870.09888,47412.07287,47412.07287,380106,-0.1097,73,
174,10,320,,4,2016,БАНК ІНВЕСТ. ТА ЗАОЩАДЖЕНЬ,,804350.12256,745095.09755,2990.59055,4660940.12018,90117.55772,27876.20983,328.6142,0,0,95918.19778,95918.19778,380281,0.1607,74,
175,10,326,,4,2016,"ПАТ ""АКБ ""КОНКОРД""",,68573.32692,213354.39138,9784.92223,93939.64142,11872.62181,79829.15237,4927.43436,8241.49007,1173.66901,5776.14263,5775.3349,307350,1.9613,75,
176,10,328,,4,2016,"АТ ""БАНК БОГУСЛАВ""",,61539.81115,117411.19287,297.09961,364735.50007,2647.93855,5298.56161,36.94332,,,40694.98039,29635.36097,380322,-1.3259,76,
177,10,331,,4,2016,"ПАТ ""КРЕДИТВЕСТ БАНК""",,311457.66073,468191.96212,668.19466,620623.40389,9826.58088,,0,,,2180.6016,2180.6016,380441,3.1073,77,
178,10,334,,4,2016,"ПАТ ""КРЕДИТ ОПТИМА БАНК""",,38029.15743,0.83024,0,90855.68502,11337.15984,26914.11322,0,,,12040.16192,9823.89726,380571,0.0774,78,
179,10,377,,4,2016,"АТ ""УКРБУДІНВЕСТБАНК""",,14249.0523,122144.76453,616.80224,94909.1282,3346.47973,20630.17336,5.71943,,,42515.8282,14325.13125,380377,0.1573,79,
180,10,380,,4,2016,"ПАТ БАНК ""ТРАСТ""",,12472.81251,276235.32414,13564.14538,97932.54002,2222.95857,42416.83993,3851.17694,8892.87975,1941.20679,115502.94437,114589.23596,380474,0,80,
181,10,381,,4,2016,"ПАТ ""МОТОР-БАНК""",,92928.91803,182577.54432,114.6416,55978.01949,32.79318,16.46727,6.58691,43322.1502,15835.48035,2632.76722,1723.78582,313009,5.7272,81,
182,10,386,,4,2016,"ПАТ ""КБ ""ГЛОБУС""",,136320.11267,375931.38074,2492.74932,771712.05513,18507.68005,63511.51695,418.95556,39492.64968,7478.16165,149010.65678,146907.08178,380526,-0.14,82,
183,10,387,,4,2016,"ПАТ ""АП БАНК""",,82947.83915,32172.99035,154.91161,78198.29766,10217.85299,,,,,,0,380548,-4.1392,83,
184,10,389,,4,2016,"ПАТ ""МІБ""",,771295.81468,329434.20893,64.06112,1829995.11717,34174.76398,322199.21642,56494.53075,315541.68736,122920.927,132524.51627,132524.51627,380582,0.6843,84,
185,10,392,,4,2016,"ПуАТ ""КБ ""АКОРДБАНК""",,106769.81188,40971.82167,132.99609,38943.9422,326.49554,226265.90252,7723.01587,54157.00257,5271.53299,36527.82967,7220.11277,380634,-3.03,85,
186,10,394,,4,2016,"ПАТ ""БАНК 3/4""",,31239.62872,219109.34791,1590.72188,347301.86218,10021.51931,0,0,0,0,72.47315,72.47315,380645,6.8371,86,
187,10,395,,4,2016,"ПАТ ""ЄВРОПРОМБАНК""",,239204.8811,54838.1925,2.28669,,,1024846.95098,155591.95546,61008.22962,40097.19986,2575.04786,2575.04786,377090,0.0358,87,
188,10,402,,4,2016,"ПАТ ""ВЕРНУМ БАНК""",,43738.03321,186232.10038,537.57865,130059.47674,843.71987,2566.18113,4.77684,1372.40278,387.25541,2102.1207,2102.1207,380689,7.9642,88,
189,10,406,,4,2016,"ПАТ ""АПЕКС-БАНК""",,143555.66934,11861.47381,6.11098,220611.65341,52276.57328,80151.1042,72135.99377,446.5714,,58731.65118,32874.79785,380720,-45.9106,89,
190,10,430,,4,2016,"ПАТ КБ ""Центр""",,21925.16883,40655.58577,169.53674,91749.07782,697.50196,24608.39077,842.93476,5699.54884,1427.73002,13429.09607,13429.09607,380742,2.3073,90,
191,10,460,,4,2016,"ПАТ ""БАНК СІЧ""",,301298.33587,201280.06559,111.35452,396297.30182,1241.44751,119205.87083,0,25978.27673,0,10413.20239,6089.32315,380816,0.0165,91,
192,10,463,,4,2016,"ПАТ ""ДІВІ БАНК""",,108928.54114,165818.17943,5023.64153,56142.8121,4865.95949,0,0,0,0,309.26197,309.26197,380827,6.0141,92,
193,10,510,,4,2016,"ПАТ ""КБ""ФІНАНСОВИЙ ПАРТНЕР""",,22208.50784,91278.53791,986.45692,15546.58932,437.68567,23250,10.5,2295.30121,2272.3482,12646.4093,12646.4093,380872,0.9911,93,
194,10,512,,4,2016,"ПАТ ""АЛЬПАРІ БАНК""",,,5746.16631,38.08363,4884.87856,,,,,,,,380894,2.9606,94,
195,10,553,,4,2016,"ПАТ ""БАНК АВАНГАРД""",,0,81748.62469,2462.50337,438405.86446,86580.12964,11194.39768,1685.59683,,,,,380946,3.9301,95,
196,10,634,,4,2016,"ПАТ ""БАНК ""ПОРТАЛ""",,83760.29824,128038.88866,1423.94269,34825.9511,2998.34348,407.54309,85.85169,,,3503.50722,3503.50722,339016,-6.4683,96,
197,10,654,,4,2016,"ПАТ ""КБ ""ГЕФЕСТ""",,,96700,2636,35454.7723,1920,,,,,,,377120,10.53,97,
198,10,674,,4,2016,"ПАТ ""ВЕКТОР БАНК""",,36487.75798,,,,,,,,,,,339038,0.447,98,
199,10,694,,4,2016,"ПАТ ""КРИСТАЛБАНК""",,55464.61023,88747.53798,854.70438,14285.79772,203.4523,32398.89308,7226.811,2991.0972,2122.23465,16135.76705,16128.09461,339050,19.396,99,
200,10,774,,4,2016,"ПАТ""ПЕРЕХІДН.БАНК""РВС БАНК""",,7257.62812,89554.71405,0,0,0,0,0,0,0,20781.37916,20781.37916,339072,-18.1,100,
201,10, 66,,4,2016,"АТ ""РОДОВІД БАНК""",,1728941.2522,0,0,2512.16454,159.24777,1197.34284,1071.40911,188.73409,90.76489,6997763.17765,6994976.54535,321712,,101,
202,10,317,,4,2016,"ПАТ КБ""ФІНАНСОВА ІНІЦІАТИВА",,14322364.21968,236978.6913,1794.48359,8657615.96691,1728628.50719,9821142.8111,4771584.37369,1577300.97713,1378870.85625,281034.75673,281034.75673,380054,0.2449,102,
203,10,513,,4,2016,"ПАТ ""БАНК ""ЮНІСОН""",,293268.46845,74278.01628,512.04602,122667.74994,5502.94466,4869.15806,1188.87122,280709.86376,111872.72145,47227.57534,30038.72024,380902,-25.2758,103,
204,01,  2,,4,2016,"АТ ""Укрексімбанк""",,53420126.21686,28463362.35403,69354.09952,36434381.87886,367941.36292,11315593.92745,1614153.05774,9372718.24516,2044224.07475,38754565.87816,34723606.63548,322313,-8.17,1,
205,01,  6,,4,2016,"АТ ""ОЩАДБАНК""",,39216144.28206,8590309.77293,278356.23192,45627893.37772,5012482.66366,18618375.27315,3634472.18415,22569696.88095,4888550.09945,29941084.3242,27341543.08069,300465,-8.1,2,
206,01,274,,4,2016,"АБ ""УКРГАЗБАНК""",,11051678.42698,10526247.96406,55181.87308,8739202.16237,278432.08434,241000.46902,7266.76428,651596.66868,412059.71933,7118949.67948,6997679.02806,320478,0.86,3,
207,01,313,,4,2016,Укр.банк реконстр.та розв.,,0,398.12559,1.559,0,0,0,0,0,0,0,0,380883,0.48,4,
208,01,593,,4,2016,"ПАТ ""РОЗРАХУНКОВИЙ ЦЕНТР""",,0,0,0,0,0,0,0,0,0,5002.73973,5002.73973,344443,1.7216,5,
209,01,594,,4,2016,"ПАТ ""Держзембанк""",,0,0,0,0,0,0,0,0,0,0,0,380968,5.6826,6,
210,01,  3,,4,2016,"ПАТ ""Промінвестбанк""",,34317396.65186,4330544.56347,25951.95829,28229286.36062,1832219.91431,516022.14662,88096.85974,6718352.18211,2114604.5388,27262308.27061,24451523.20603,300012,-30.55,7,
