id,name,type,Грошові кошти та їх еквіваленти,Кошти обов’язкових резервів банку в НБУ,Торгові цінні папери,"Інші фінансові активи, що обліковуються за справедливою вартістю через прибуток або збиток","Кошти в інших банках, усього","кредити та заборгованість юридичних осіб, усього","кредити та заборгованість фізичних осіб, усього",Цінні папери в портфелі банку на продаж,Цінні папери в портфелі банку до погашення,Інвестиції в асоційовані та дочірні компанії,Інвестиційна нерухомість,Дебіторська заборгованість щодо поточного податку на прибуток,Відстрочений податковий актив,Основні засоби та нематеріальні активи,Інші фінансові активи,Інші активи,"Необоротні активи, утримувані для продажу, та активи групи вибуття",Кошти банків,"кошти юридичних осіб, усього","кошти фізичних осіб, усього","Боргові цінні папери, емітовані банком",Інші залучені кошти,Зобов’язання щодо поточного податку на прибуток,Відстрочені податкові зобов’язання,Резерви за зобов'язаннями,Інші фінансові зобов’язання,Інші зобов’язання,Субординований борг,Зобов’язання групи вибуття,Статутний капітал,Емісійні різниці,Незареєстровані внески до статутного капіталу,Нерозподілений прибуток (непокритий збиток),Резервні та інші фонди банку,Резерви переоцінки,Процентні доходи,Процентні витрати,Чистий процентний дохід/(Чисті процентні витрати),Комісійні доходи,Комісійні витрати,Результат від операцій з цінними паперами в торговому портфелі банку,Результат від операцій з хеджування справедливої вартості,"Результат від переоцінки інших фінансових інструментів, що обліковуються за справедливою вартістю з визнанням результату переоцінки через прибутки або збитки",Результат від продажу цінних паперів у портфелі банку на продаж,Результат від операцій з іноземною валютою,Результат від переоцінки іноземної валюти,Результат від переоцінки об'єктів інвестиційної нерухомості,"Доходи/(витрати), які виникають під час первісного визнання фінансових активів за процентною ставкою, вищою або нижчою, ніж ринкова","Витрати/(доходи), які виникають під час первісного визнання фінансових зобов'язань за процентною ставкою, вищою або нижчою, ніж ринкова",Відрахування до резерву під знецінення кредитів та коштів в інших банках,Відрахування до резерву під знецінення дебіторської заборгованості та інших фінансових активів,Знецінення цінних паперів у портфелі банку на продаж,Знецінення цінних паперів у портфелі банку до погашення,Відрахування до резервів за зобов'язаннями,Інші операційні доходи,Адміністративні та інші операційні витрати,Частка в прибутку/(збитку) асоційованих компаній,Прибуток/(збиток) до оподаткування,Витрати на податок на прибуток,Прибуток/(збиток),Переоцінка цінних паперів у портфелі банку на продаж,Переоцінка основних засобів та нематеріальних активів,Результат переоцінки за операціями з хеджування грошових потоків,Частка іншого сукупного прибутку асоційованої компанії,"Податок на прибуток, пов'язаний з іншим сукупним доходом",Інший сукупний дохід після оподаткування,Усього сукупного доходу
1,АВАНГАРД,1,46645.48,0,0,0,340227.4,0,0,50349.6,0,0,0,74.07,272.2,3622.302,0.4515,182.3884,0,98404.54,186979.8,5292.422,0,0,3939.029,261,0,6854.318,1906.921,0,0,122000,0,0,14537.43,9.38623,1189.084,49086.22,-13739.3,35346.91,1119.782,-131.599,0,0,25402.78,-38873.6,54942.62,0,0,0,0,-41661.2,0,0,0,0,0.24595,-18008.7,0,18137.29,-3778.2,14359.09,1450.084,0,0,0,-261,1189.084,15548.18
2,АГРОКОМБАНК (Айбокс Банк),1,94847.21,0,43204.79,0,102442.1,252253.2,60538.96,60,0,0,0,571.138,0,91687.44,41511.42,7478.165,0,128609.9,136603.3,219605.2,0,57849.21,0,0,302.7668,1198.324,955.4729,17091.97,0,102453.5,0.5,0,299.4128,11535.41,18089.51,52405.93,-41383.7,11022.22,18332.48,-4024.87,5692.308,0,21642.67,0,14238.75,-21252.2,0,0,0,-5067,-103.552,0,0,785.9224,2062.884,-42830.2,0,499.4128,-200,299.4128,0,0,0,0,0,0,299.4128
3,АКОРДБАНК,1,94799.8,0,0,0,5769.872,392938.9,13099.39,39143.23,0,0,0,553.3384,356.5032,4883.145,10830.67,164.2288,0,70910.18,79634.64,238266.2,0,0,0,0,11.56529,1373.078,2426.737,67407.49,0,96400,0,0,4838.035,1445.514,-174.306,69541.54,-44225.3,25316.24,14798.7,-1546,0,0,-3114.74,0,-23876.6,30761.86,0,0,0,-1146.1,-152.618,0,0,2.11049,277.0352,-36482.5,0,4837.4,0,4837.4,-126.803,0,0,0,0,-126.803,4710.598
4,АКЦЕНТ (А-Банк),1,1179334,0,7540.334,0,0,149406.4,781868,0,0,0,0,0,0,24058.06,9138.318,31747.22,0,3.37321,161713.3,1733908,0,0,0,1357.259,39.26932,18179.24,8478.459,50424.66,0,125560,40.51219,0,45261.72,36168.36,1957.303,498324.7,-227013,271311.7,107611.7,-7239.65,3855.6,0,0,0,19734.96,-37901.9,0,0,0,-129986,-138.224,0,0,-27.246,9354.82,-222003,0,14573.01,-3955.85,10617.16,0,0,0,0,0,0,10617.16
5,АЛЬПАРІ БАНК,1,839.1882,0,0,0,0,27213.97,0,109418.6,0,0,0,176.74,0,3797.374,315.5911,113.7739,0,0,4735.443,1887.858,0,0,326.9813,2039.169,0,4.44231,504.3974,0,0,122000,0,0,549.9323,39.76637,9787.213,16666.36,-480.536,16185.83,258.1358,-93.8132,0,0,0,-301.973,-3.81325,-284.777,0,0,0,-2961.15,-28.399,0,0,0,3.85993,-12242.6,0,531.2683,-297.416,233.852,9508.093,0,0,0,-1905.66,7602.434,7836.286
6,АЛЬФА-БАНК,1,4617338,0,0,2770711,1044522,20757719,4851464,911975.3,0,0,127752.2,0,197679.4,553798.1,826007.4,34947.26,0,5121681,7544561,10516269,48605.48,6772668,0,0,4693.927,161371.2,136117.5,2878258,0,4639121,6.46353,0,-1660761,294047.6,237274.9,4731180,-3013322,1717858,841284.4,-74212.2,711167.5,0,1969199,0,-81058.7,-765962,4155.25,-2983.38,0,-4111916,-2791.85,0,0,1179.856,616032.8,-1707508,0,-885556,141505.9,-744050,-2023.7,0,0,0,0,-2023.7,-746074
7,АЛЬЯНС,1,36428.29,0,22923.3,0,0,526061.7,357.0926,22376.78,0,0,0,77,0,4257.249,1.95729,256.8597,0,11250,206044.9,41672.82,0,0,320.6709,3148.856,16.38235,748.6785,367.2674,63872.13,0,64778.9,0,197221.1,49.66254,22673.6,575.2705,45856.13,-13299.7,32556.44,1880.565,-394.02,315.2178,0,2504.031,0,5758.44,-6794.01,0,0,0,-26437.6,9.28762,0,0,-1.99766,218.3316,-7906.97,0,1707.719,-1658.06,49.66254,-463.179,0,0,0,-126.279,-589.458,-539.795
8,АПЕКС-БАНК,1,277062.3,0,0,0,44625.84,430250.7,76852.16,0,0,0,0,3476.483,98.261,3615.584,3802.202,1183.184,1441.543,102449.2,201197.1,310551.9,0,0,797.0694,0,29.94016,7071.503,2240.695,0,0,205000,0,0,11018.03,2052.748,0,85477.71,-51036.1,34441.63,21215.25,-7347.98,0,0,0,0,60235.14,-21156.5,0,-37.9752,0,-37129.1,0.89174,0,0,0,121.9035,-46578.7,0,3764.457,-1027.03,2737.424,0,0,0,0,0,0,2737.424
9,АРКАДА,1,116507.4,0,0,0,0,1934424,127242.9,39354.61,50205.48,0,0,0,0,232179.3,151.4159,1670.822,0,186033.2,792291.9,977231.6,0,0,84.917,6864.351,15364.13,192174.2,12405.88,0,0,220445,13.40704,0,52459.52,46367.46,0,310382.4,-246126,64256.51,108664,-80.9579,0,0,0,11001.98,3083.394,1680.101,0,0,0,-17144.8,357.5937,-0.37998,0,-9779.6,6463.637,-156811,0,11690.22,-3134.96,8555.252,0,0,0,0,0,0,8555.252
10,АРТЕМ-БАНК,0,44821.38,0,0,0,68954.22,313716.7,33802.65,59384.53,0,0,0,0,0,1681.981,37.14678,655.4008,0,69134.66,108610.6,147197.7,0,9721.129,91.65074,0,12.59034,4806.261,864.2501,85887.86,0,86000,0,0,1935.06,9292.578,-500.399,54425.72,-35883.4,18542.32,10333.84,-2403.96,0,0,57.28313,0,7750.172,-3236.9,0,0,0,4921.686,-3.29251,0,0,-11.0966,232.8471,-34023.4,0,2159.464,-224.404,1935.06,-663.095,0,0,0,0,-663.095,1271.965
11,АСВІО БАНК,1,28264.62,0,0,0,2712.192,385457.3,1544.003,0,0,0,0,170,10.9731,4648.742,4.02709,1336.788,0,0,106771.1,183189.6,0,0,0,2.09712,467.8591,2818.694,1562.533,0,0,104000,27.22845,0,5058.202,20251.37,0,65951.28,-36419,29532.25,1041.555,-175.702,0,0,252.8382,0,1567.817,-3709.41,0,-376.557,0,-6756.84,-6.7935,0,0,-467.859,540.2038,-19499.8,0,1941.725,-321.886,1619.839,0,0,0,0,0,0,1619.839
12,АГРОПРОСПЕРІС БАНК (Астра банк),1,113604.5,234.0693,0,0,1959.183,0,124.3156,0,0,0,0,1078.534,2141.676,51127.54,6.85277,318.3029,0,566.4101,2040.998,1147.422,0,0,0,0,3246.087,938.7174,33.88112,0,0,150104.9,0,0,5484.315,7032.261,0,35917.1,-11196.7,24720.36,1200.594,-156.688,0,0,0,-17.1054,201.2458,-2253.19,0,0,0,198.275,0,0,0,182.8258,1024.816,-23996,0,1105.128,-113.255,991.8729,3102.642,0,0,0,-310.264,2792.378,3784.251
13,БАНК 3/4,1,360493.3,0,0,285010.4,25718.63,278181.1,265729,231490.1,0,0,49750.19,0,3463.787,50826.5,2616.519,5728.907,0,523816,91090.7,270914.5,0,0,0,66273.36,47.63108,52811.73,1737.812,0,0,350000,0,0,78839.32,90495.83,32981.63,160434.8,-40760,119674.9,47841.4,-9744.33,0,0,326374.2,-71658.2,-194924,-101977,24794.01,0,0,8829.476,-54474.2,0,0,8.2986,177.2552,-84799.9,0,10121.81,2001.474,12123.28,8481.202,14370.06,0,0,-4013.22,18838.04,30961.32
14,БМ БАНК,1,241675.5,0,113035.4,0,0.00001,2156179,404403.4,0,0,0,0,4.3695,457813.1,17361.89,2064.337,3648.686,40964.17,777384.2,669997,589893.1,0,0,0,0,1385.706,99085.1,2723.089,438323.7,0,776397.4,0,457128,-380548,5383.407,-2.71102,240363.5,-228404,11959.23,32614.62,-3070.96,-1353.83,0,-6778.19,0,160222.6,-156931,0,0,113.9837,-184744,-9554.94,0,0,-372.599,15122.05,-173189,0,-315961,449278,133316.7,0,0,0,0,0,0,133316.7
15,БОГУСЛАВ,1,34471.04,0,0,1630.561,11037.04,333529.3,16861.97,112531.9,0,0,3876.639,0,148.4401,17906.65,8301.186,1070.254,0,70067.17,77198.7,189990.6,0,0,0,0,47.40855,9348.398,974.5919,0,0,180000,0,0,8381.228,5951.663,-594.657,80961.9,-36355.9,44606,10818.22,-2425.74,0,0,13704.72,761.6072,-10147.8,-13143.4,0,0,0,-13726.8,-6.78394,0,0,0,285.7863,-28926.3,0,1799.557,-357.476,1442.082,1202.034,0,0,0,0,1202.034,2644.116
16,БТА БАНК,1,238935.6,0,0,8787.047,0,817950.2,24468.69,93751.44,0,0,1324948,2085.563,7691.463,66751.42,10470.12,165677.7,22820.23,494845.7,102781.4,578803.5,0,0,0.00004,3049.068,0.18565,8458.509,26140.2,0,0,1500000,3.275,0,2125.479,27647.77,40482.39,177189.9,-147624,29565.71,49123.89,-4394.45,0,0,8787.047,-7073.97,-12717.7,69414.69,0,0,0,-79850,-10348.2,0,0,1.80325,147991.4,-188372,0,2128.182,-2.70258,2125.479,-759.232,0,0,0,0,-759.232,1366.247
17,ВЕКТОР БАНК,1,12486.23,0,27089.44,0,0,132868,10319.45,0,0,0,0,0,0,3149.135,0,42.34387,0,0,56805.55,5393.691,0,2233.566,111.6599,0,0,13,76.54785,0,0,121000,0,0,320.6281,0,0,8248.708,-2843.18,5405.532,651.8622,-54.8359,436.7215,0,0,0,0,0,0,0,0,-34.4071,0,0,0,0,318.5096,-5726.1,0,997.284,-111.66,885.6241,0,0,0,0,0,0,885.6241
18,ВЕРНУМ БАНК,1,274441,0,0,14.19167,137191.6,124132,7091.642,48839.08,0,0,0,642.464,0,24857.47,994.0373,1340.165,0,230322.3,36393.2,170534.8,0,0,0,60.52576,0,2508.881,957.8844,0,0,169500,0,0,1252.453,7151.545,862.0583,33039.7,-15586.9,17452.83,9048.658,-789.32,0,0,-10787.1,0,15080.9,2312.676,0,0,0,-8646.33,-4.07276,0,0,86.08461,636.6134,-23048.8,0,1342.093,-89.6404,1252.453,862.0583,0,0,0,0,862.0583,2114.511
19,ВІЕС БАНК,1,454262,30602.26,0,0,119063.5,1202116,443645.5,52,177689.6,0,3279.6,7751.494,0,193091.8,12224.85,2635.255,0,1006018,313212.6,453738.7,0,698.6933,0,20183.18,26.94107,46061.51,13191.96,155071.7,0,420000,42863.64,0,7140.583,28757.46,139449,290452.1,-104825,185627,43215.89,-3848.82,0,0,0,0,19054.05,-50286.3,1372,0,0,-39388.8,-1183.07,0,0,32.06465,16524.6,-123558,0,47560.63,-6962.6,40598.03,0,71255.28,0,0,-13611.6,57643.65,98241.67
20,ВОСТОК,1,656382.9,0,0,0,328271.2,3253962,29865.63,395.2122,0,0,0,5457.863,1389.517,32445.56,131110.7,7886.759,0,458104.5,1360768,1744678,0,77967.95,0,0,2947.587,306568.5,23468.54,67062.59,0,307350,0,0,94862.15,3389.764,0,364598.9,-242864,121734.5,160794.7,-21240.9,0,0,-4222.81,0,-41576.3,56386.02,0,753.0234,588.1655,-35326.2,-2605.78,0,0,-2286.18,21030.56,-202786,0,51242.23,-10657.1,40585.11,-10.4636,0,0,0,-1.88344,-12.347,40572.77
21,ВТБ БАНК,1,2011075,0,1054143,25444.78,32270.85,27512566,1773398,702461.7,0,0,1553006,10687.44,430860.2,1212557,49043.4,31659.05,103089.1,19991071,3990601,3909570,0,0,0,19162.32,13059.68,40785.64,59060.99,3391297,0,5415764,1.1984,1200000,-1681711,0,153600.2,3457709,-1968183,1489526,547323.9,-33371.4,320224.2,0,-346779,-10720.5,91033.07,599334.5,0,0,0,-1044306,-54602.3,0,0,-9834.25,205671.8,-1335116,0,418384.6,224410.4,642795.1,16628.26,-14467,0,0,0,2161.301,644956.4
22,ГЕФЕСТ,1,91368.36,0,0,0,28550.47,0,0,0,0,0,0,13.16,0,1276.456,0,5.2862,0,0,0,0,0,0,0,0,0,0,111.756,0,0,121000,0,0,37.57809,64.39977,0,4073.206,0,4073.206,0,0,0,0,0,0,0,0,0,0,0,-958.639,0,0,0,0,0,-3076.99,0,37.57809,0,37.57809,0,0,0,0,0,0,37.57809
23,ГЛОБУС,1,120685.5,0,242166.4,0,77728.97,714264.6,6146.641,0,0,0,56568.4,595.585,0,65639.78,65685.55,1777.55,2858.8,157691.9,152868.2,563039.8,0,163940.4,0,140.202,11568.09,6050.896,3788.868,60441.13,0,160000,0,0,38594.79,35993.53,0,198120.3,-113369,84751.32,19049.96,-3304.29,-1850.51,0,182712.2,0,83361.51,-197124,0,0,0,-66200.4,-18227.3,0,0,-8708,2242.49,-69037.8,0,7665.506,0,7665.506,0,0,0,0,0,0,7665.506
24,ГРАНТ,1,165245.2,0,0,0,2981.993,759761.3,79975.14,3408.01,0,0,305.3333,800,47.011,61654.23,21038.83,1442.348,18552.1,4642.495,316066.6,476582.9,0,0,0,183.4653,59.16606,67609.84,3001.4,33962.16,0,130000,0,27453.6,2495.778,19839.44,33314.59,130272.7,-107497,22775.54,25561.24,-2029.55,0,0,0,0,2568.828,1087.076,0,0,0,-957.356,-89.3706,0,0,-21.5892,565.8177,-48216.6,0,1244.049,-721.654,522.3951,0,1973.383,0,0,0,1973.383,2495.778
25,ДЕРЖЗЕМБАНК,0,121620.3,0,0,0,0,0,0,0,0,0,0,0,0,8239.296,0,18.66852,0,0,0.049,0,0,0,29.602,0,0,13.27689,536.1548,10075.47,0,120000,0,0,-776.332,0,0,21415.33,-1470.97,19944.36,2.747,-32.946,0,0,0,0,0,0,0,0,0,0,27.0523,0,0,0,0,-17776.6,0,2164.59,-29.602,2134.988,0,0,0,0,0,0,2134.988
26,ДІАМАНТБАНК,0,1079896,0,226502.2,0,112730.9,3185788,55271.15,89978.43,0,0,0,0,0,100758.9,28931.51,56667.64,169623.3,777053.2,1725057,1690190,0,0,1166.483,719.1752,3077.909,92444.6,26728.74,502191,0,210000,0,0,8064.665,69455.2,0,633309.8,-486358,146952.3,196507.8,-34170.1,22247.8,0,54336.58,567.6444,19475.8,-1703.99,0,0,0,-140530,4162.961,-4486.22,0,1788.257,6252.861,-259142,0,12258.92,-4194.26,8064.665,0,0,0,0,0,0,8064.665
27,ДІВІ БАНК,1,943.2456,1439.858,0,0,297.7181,1781855,36.78873,0,0,0,0,0,5334.52,6956.294,410.9753,661.6913,0,250270.4,235445.6,51441.43,0,0,2351.123,0,1059.951,303.4086,2415.992,682120.5,0,590000,0,0,-19137.4,1665.117,0,688835.1,-511251,177583.9,5241.078,-2951.01,0,0,-253902,0,-41569.5,264886.4,0,0,0,-188630,-50.8164,0,0,17017.62,77694.94,-105886,0,-50565.9,-208.742,-50774.6,0,0,0,0,0,0,-50774.6
28,ДОЙЧЕ БАНК ДБУ,1,106585.7,0,0,0,0,241852.3,0,510250.9,0,0,0,0,2656.222,661.1013,139.9782,387.6633,0,0,403700.4,0,0,0,2915.135,0,1316.218,197651.7,10011.42,0,0,228666.1,0,0,12347,5925.852,0,48945.15,-3455.51,45489.64,23304.5,-3956.3,0,0,0,0,6959.245,7070.927,0,0,0,5107.898,55.41173,0,0,548.2142,2035.916,-51091.4,0,35524.05,-7593.38,27930.67,232.6198,0,0,0,-23.262,209.3579,28140.02
29,ЕКСПРЕС-БАНК,1,639093.3,0,75552.9,0,1468.069,801365.5,193450.6,48087.2,0,0,0,22375.22,0,95113.38,4094.127,7768.095,10218.18,340131,554108.6,520284.6,0,0,807.625,253.3868,731.1648,17533.01,7516.626,0,0,248767.8,0,0,77230.42,83344.68,47877.69,279337.4,-129524,149813.8,124009.8,-8729.35,2368.854,0,1145.591,0,17025.21,-5640.92,0,0,0,-46209.3,-414.075,-2651.22,0,12631.27,11944.16,-257278,0,-1983.74,2680.288,696.5521,0,0,0,0,0,0,696.5521
30,ЄВРОБАНК,0,192062.4,0,0,35652.91,23260.69,372117.5,125992.4,432832.2,0,0,0,221.9796,179.1398,87819.65,166884.9,503.3249,2259.31,33036.23,724455.8,442779.4,0,0,0,0,1530.097,35131.47,4225.565,63741.88,0,126670,0,0,2303.106,92.93389,5820.003,112032.2,-123227,-11195.1,83044.61,-9823.26,0,0,-1823,-11753.2,7129.501,12026.76,0,0,5583.811,-29083.2,38.5685,1764.711,0,-1369.68,13288,-56893.5,0,934.9371,0,934.9371,5017.703,0,0,0,0,5017.703,5952.641
31,ЄВРОПРОМБАНК,1,2310.045,0,0,0,92.54649,843286.6,165.4754,0,0,0,0,0,12.666,29089.64,-110.514,516.9465,0,9377.636,196999.6,529909.8,0,0,409.565,0,0,3405.953,5698.765,0,0,120000,0,0,261.9458,9300.202,0,153011.4,-94398.8,58612.69,1882.22,-469.887,0,0,1004.345,0,-462.506,2940.899,0,0,0,-38466.6,0,0,0,412.8,143.8098,-24170.8,0,1426.982,-959.811,467.171,0,0,0,0,0,0,467.171
32,ЗЕМЕЛЬНИЙ КАПІТАЛ,1,5851.989,0,0,0,0,155527.2,7265.21,0,0,0,7498.141,0,335.1291,36577.74,47.65522,40227.11,0,744.7038,80705.99,24327.59,0,0,20.982,0,0,14.83776,568.366,33900.64,0,106220.5,0,0,-5902.01,5273.89,7454.714,25485.41,-18516.1,6969.337,6253.73,-1770.77,0,0,0,0,388.5258,-5367.4,26.58413,0,0,-374.287,1.40568,0,0,0,25.38739,-11794.1,0,-5641.63,-269.349,-5910.98,0,0,0,0,0,0,-5910.98
33,ІДЕЯ БАНК,1,135186.1,0,0,0,107.8995,39340.28,2167900,324180.7,14000,0,141.1671,11168.69,4917.038,106987.1,69116.18,21631.18,4965.299,275659.3,380889.5,1710276,30441.22,1466.886,5649,1585.393,45.07646,38307.18,9603.831,96705.16,0,186181.2,52502.75,0,11924.39,65649.71,32754.89,659498.2,-490881,168616.8,157609.8,-7445.87,0,0,0,63046.12,13769.1,-70732.8,0,0,0,-89513.4,-5544.78,-12.387,0,401.0347,16729.3,-233724,0,13199.05,-2458.83,10740.22,815.3123,0,0,0,0,815.3123,11555.53
34,ІНВЕСТБАНК,0,18142.95,0,58.94028,0,41068.56,408680,9892.239,60,0,0,15838.43,695.8692,6.46798,32687.59,1724.898,760.2325,1599.629,72890.51,37533.03,239108.1,0,0,51.147,2364.638,0,2436.595,1418.021,53455.4,0,74129.6,0,0,15369.7,13925.45,18533.6,61392.61,-40654,20738.62,7170.248,-885.691,1.34208,0,0,0,1205.839,1036.562,0,0,0,-4122.93,13.20824,0,0,3.3936,2775.286,-22799.5,0,5136.364,-907.801,4228.563,0,10756.72,0,0,0,10756.72,14985.28
35,ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,1,477151.9,0,0,95.36603,-3345.54,3526231,26377.65,0,0,0,0,47.125,999.783,24872.92,108159,959.3989,0,44288.33,1921365,1261865,0,180746.1,0,0,1383.93,208890.9,6043.236,0,0,250000,0,250000,2455.709,34510.64,0,380320.6,-256203,124118,47845.17,-27433.3,27.03,0,-93275.3,0,99735.9,8445.768,0,0,0,-78272.5,44076.91,-180.32,0,-1130.86,1809.059,-121825,0,3940.242,-1484.53,2455.709,0,0,0,0,0,0,2455.709
